sep=,,
WOODMECH_1_SWORD_NAME,Деревянный меч,Wooden Sword [WOOD]
STONEMECH_1_SWORDBASE_UNCOMMON_NAME,Улучшенный каменный меч,Mighty Rock Sword [STONE]
STONEMECH_1_SWORDBASE_UNCOMMON_DESCRIPTION,{{damage}} урона. Сильным ударом оглушает противников с вероятностью {{strongstun_chance}}%./nШанс крита {{critical_chance}}%,It will be a big hit./n{{damage}} DMG. Strong attack have 60% stun chance./nCrit {{critical_chance}}%
STONEMECH_1_SWORDBASE_EXCELLENT_NAME,Превосходный каменный меч,Amazing Rock Sword [STONE]
STONEMECH_1_SWORDBASE_EXCELLENT_DESCRIPTION,{{damage}} урона. Сильным ударом оглушает противников с вероятностью {{strongstun_chance}}%./nШанс крита {{critical_chance}}%,It will be a big hit./n{{damage}} DMG. Strong attack have 60% stun chance./nCrit {{critical_chance}}%
STONEMECH_1_SWORDBASE_MYTHICAL_NAME,Мифический каменный меч,Mythical Rock Sword [STONE]
STONEMECH_1_SWORDBASE_MYTHICAL_DESCRIPTION,{{damage}} урона. Сильным ударом оглушает противников с вероятностью {{strongstun_chance}}%./nШанс крита {{critical_chance}}%,It will be a big hit./n{{damage}} DMG. Strong attack have 60% stun chance./nCrit {{critical_chance}}%
STONEMECH_1_SWORDBASE_MAGNIFICENT_NAME,Великолепный каменный меч,Fabulous Rock Sword [STONE]
STONEMECH_1_SWORDBASE_MAGNIFICENT_DESCRIPTION,{{damage}} урона. Сильным ударом оглушает противников с вероятностью {{strongstun_chance}}%./nШанс крита {{critical_chance}}%,It will be a big hit./n{{damage}} DMG. Strong attack have 60% stun chance./nCrit {{critical_chance}}%
STONEMECH_2_SWORD_FIRE_NAME,Раскаленный каменный меч,Infernal Rock Sword [STONE]
STONEMECH_2_SWORD_FIRE_DESCRIPTION,Поджигает врагов с шансом {{burning_chance}}%/n{{damage}} огненного урона./nСильным ударом оглушает противников с вероятностью {{strongstun_chance}}%./nШанс крита {{critical_chance}}%,Hell yeah! {{burning_chance}}% Chance to ignite/n{{damage}} fire DMG./nStrong attack have 60% stun chance./nCrit {{critical_chance}}%
STONEMECH_2_SWORD_FIRE_UNCOMMON_NAME,Улучшенный раскаленный каменный меч,Mighty Infernal Rock Sword [STONE]
STONEMECH_2_SWORD_FIRE_UNCOMMON_DESCRIPTION,Поджигает врагов с шансом {{burning_chance}}%/n{{damage}} огненного урона./nСильным ударом оглушает противников с вероятностью {{strongstun_chance}}%./nШанс крита {{critical_chance}}%,Hell yeah! {{burning_chance}}% Chance to ignite/n{{damage}} fire DMG./nStrong attack have 60% stun chance./nCrit {{critical_chance}}%
STONEMECH_2_SWORD_FIRE_EXCELLENT_NAME,Превосходный раскаленный каменный меч,Amazing Infernal Rock Sword [STONE]
STONEMECH_2_SWORD_FIRE_EXCELLENT_DESCRIPTION,Поджигает врагов с шансом {{burning_chance}}%/n{{damage}} огненного урона./nСильным ударом оглушает противников с вероятностью {{strongstun_chance}}%./nШанс крита {{critical_chance}}%,Hell yeah! {{burning_chance}}% Chance to ignite/n{{damage}} fire DMG./nStrong attack have 60% stun chance./nCrit {{critical_chance}}%
STONEMECH_2_SWORD_FIRE_MYTHICAL_NAME,Мифический раскаленный каменный меч,Mythical Infernal Rock Sword [STONE]
STONEMECH_2_SWORD_FIRE_MYTHICAL_DESCRIPTION,Поджигает врагов с шансом {{burning_chance}}%/n{{damage}} огненного урона./nСильным ударом оглушает противников с вероятностью {{strongstun_chance}}%./nШанс крита {{critical_chance}}%,Hell yeah! {{burning_chance}}% Chance to ignite/n{{damage}} fire DMG./nStrong attack have 60% stun chance./nCrit {{critical_chance}}%
STONEMECH_2_SWORD_FIRE_MAGNIFICENT_NAME,Великолепный раскаленный каменный меч,Fabulous Infernal Rock Sword [STONE]
STONEMECH_2_SWORD_FIRE_MAGNIFICENT_DESCRIPTION,Поджигает врагов с шансом {{burning_chance}}%/n{{damage}} огненного урона./nСильным ударом оглушает противников с вероятностью {{strongstun_chance}}%./nШанс крита {{critical_chance}}%,Hell yeah! {{burning_chance}}% Chance to ignite/n{{damage}} fire DMG./nStrong attack have 60% stun chance./nCrit {{critical_chance}}%
STONEMECH_3_SWORD_NAME,Каменный кислотный меч,Caustic Sword [STONE]
STONEMECH_3_SWORD_DESCRIPTION,{{damage}} кислотного урона c {{acid_effect_chance}}% шансом отравить противника./nСильным ударом оглушает противников с вероятностью {{strongstun_chance}}%./nШанс крита {{critical_chance}}%,Corrodes enemies. /n{{damage}} acid DMG with {{acid_effect_chance}}% poison chance./nStrong attack have 100% stun chance./nCrit {{critical_chance}}%
STONEMECH_3_SWORD_UNCOMMON_NAME,Улучшенный каменный кислотный меч,Mighty Caustic Sword [STONE]
STONEMECH_3_SWORD_UNCOMMON_DESCRIPTION,{{damage}} кислотного урона c {{acid_effect_chance}}% шансом отравить противника./nСильным ударом оглушает противников с вероятностью {{strongstun_chance}}%./nШанс крита {{critical_chance}}%,Corrodes enemies. /n{{damage}} acid DMG with {{acid_effect_chance}}% poison chance./nStrong attack have 100% stun chance./nCrit {{critical_chance}}%
STONEMECH_3_SWORD_EXCELLENT_NAME,Превосходный каменный кислотный меч,Amazing Caustic Sword [STONE]
STONEMECH_3_SWORD_EXCELLENT_DESCRIPTION,{{damage}} кислотного урона c {{acid_effect_chance}}% шансом отравить противника./nСильным ударом оглушает противников с вероятностью {{strongstun_chance}}%./nШанс крита {{critical_chance}}%,Corrodes enemies. /n{{damage}} acid DMG with {{acid_effect_chance}}% poison chance./nStrong attack have 100% stun chance./nCrit {{critical_chance}}%
STONEMECH_3_SWORD_MYTHICAL_NAME,Мифический каменный кислотный меч,Mythical Caustic Sword [STONE]
STONEMECH_3_SWORD_MYTHICAL_DESCRIPTION,{{damage}} кислотного урона c {{acid_effect_chance}}% шансом отравить противника./nСильным ударом оглушает противников с вероятностью {{strongstun_chance}}%./nШанс крита {{critical_chance}}%,Corrodes enemies. /n{{damage}} acid DMG with {{acid_effect_chance}}% poison chance./nStrong attack have 100% stun chance./nCrit {{critical_chance}}%
STONEMECH_3_SWORD_MAGNIFICENT_NAME,Великолепный каменный кислотный меч,Fabulous Caustic Sword [STONE]
STONEMECH_3_SWORD_MAGNIFICENT_DESCRIPTION,{{damage}} кислотного урона c {{acid_effect_chance}}% шансом отравить противника./nСильным ударом оглушает противников с вероятностью {{strongstun_chance}}%./nШанс крита {{critical_chance}}%,Corrodes enemies. /n{{damage}} acid DMG with {{acid_effect_chance}}% poison chance./nStrong attack have 100% stun chance./nCrit {{critical_chance}}%
IRONMECH_1_SAW_NAME,Железная пила,Circular Saw [IRON]
IRONMECH_1_SAW_DESCRIPTION,"Хромированная сталь, прекрасная режушая кромка, 120 оборотов в секунду./n{{damage}} урона/nШанс крита {{critical_chance}}%","120 RPS, OMG, O RLY? /n{{damage}} DMG/nCrit {{critical_chance}}%"
IRONMECH_1_SAW_UNCOMMON_NAME,Улучшенная железная пила,Mighty Circular Saw [IRON]
IRONMECH_1_SAW_UNCOMMON_DESCRIPTION,"Хромированная сталь, прекрасная режушая кромка, 120 оборотов в секунду./n{{damage}} урона/nШанс крита {{critical_chance}}%","120 RPS, OMG, O RLY? /n{{damage}} DMG/nCrit {{critical_chance}}%"
IRONMECH_1_SAW_EXCELLENT_NAME,Превосходная железная пила,Amazing Circular Saw [IRON]
IRONMECH_1_SAW_EXCELLENT_DESCRIPTION,"Хромированная сталь, прекрасная режушая кромка, 120 оборотов в секунду./n{{damage}} урона/nШанс крита {{critical_chance}}%","120 RPS, OMG, O RLY? /n{{damage}} DMG/nCrit {{critical_chance}}%"
IRONMECH_1_SAW_MYTHICAL_NAME,Мифическая железная пила,Mythical Circular Saw [IRON]
IRONMECH_1_SAW_MYTHICAL_DESCRIPTION,"Хромированная сталь, прекрасная режушая кромка, 120 оборотов в секунду./n{{damage}} урона/nШанс крита {{critical_chance}}%","120 RPS, OMG, O RLY? /n{{damage}} DMG/nCrit {{critical_chance}}%"
IRONMECH_1_SAW_MAGNIFICENT_NAME,Великолепная железная пила,Fabulous Circular Saw [IRON]
IRONMECH_1_SAW_MAGNIFICENT_DESCRIPTION,"Хромированная сталь, прекрасная режушая кромка, 120 оборотов в секунду./n{{damage}} урона/nШанс крита {{critical_chance}}%","120 RPS, OMG, O RLY? /n{{damage}} DMG/nCrit {{critical_chance}}%"
IRONMECH_4_SAW_ELECTRIC_NAME,Электрическая пила flash04,Electric Saw [IRON]
IRONMECH_4_SAW_ELECTRIC_DESCRIPTION,"Больше обороты, плюс немного гениальности превратили простую электрическую пилу в произведение уничтожающее противников электричеством./n{{damage}} урона электричеством. {{electro_effect_chance}}% шанс дополнительного урона./nШанс крита {{critical_chance}}%",Superfast and dangerous electric thing. Don't use in bathroom! /n{{damage}} electric DMG. {{electro_effect_chance}}% chance of additional DMG./nCrit {{critical_chance}}%
IRONMECH_4_SAW_ELECTRIC_UNCOMMON_NAME,Улучшенная Электрическая пила flash04,Mighty Electric Saw [IRON]
IRONMECH_4_SAW_ELECTRIC_UNCOMMON_DESCRIPTION,"Больше обороты, плюс немного гениальности превратили простую электрическую пилу в произведение уничтожающее противников электричеством./n{{damage}} урона электричеством. {{electro_effect_chance}}% шанс дополнительного урона./nШанс крита {{critical_chance}}%",Superfast and dangerous electric thing. Don't use in bathroom! /n{{damage}} electric DMG. {{electro_effect_chance}}% chance of additional DMG./nCrit {{critical_chance}}%
IRONMECH_4_SAW_ELECTRIC_EXCELLENT_NAME,Превосходная электрическая пила flash04,Amazing Electric Saw [IRON]
IRONMECH_4_SAW_ELECTRIC_EXCELLENT_DESCRIPTION,"Больше обороты, плюс немного гениальности превратили простую электрическую пилу в произведение уничтожающее противников электричеством./n{{damage}} урона электричеством. {{electro_effect_chance}}% шанс дополнительного урона./nШанс крита {{critical_chance}}%",Superfast and dangerous electric thing. Don't use in bathroom! /n{{damage}} electric DMG. {{electro_effect_chance}}% chance of additional DMG./nCrit {{critical_chance}}%
IRONMECH_4_SAW_ELECTRIC_MYTHICAL_NAME,Мифическая электрическая пила flash04,Mythical Electric Saw [IRON]
IRONMECH_4_SAW_ELECTRIC_MYTHICAL_DESCRIPTION,"Больше обороты, плюс немного гениальности превратили простую электрическую пилу в произведение уничтожающее противников электричеством./n{{damage}} урона электричеством. {{electro_effect_chance}}% шанс дополнительного урона./nШанс крита {{critical_chance}}%",Superfast and dangerous electric thing. Don't use in bathroom! /n{{damage}} electric DMG. {{electro_effect_chance}}% chance of additional DMG./nCrit {{critical_chance}}%
IRONMECH_4_SAW_ELECTRIC_MAGNIFICENT_NAME,Великолепная электрическая пила flash04,Fabulous Electric Saw [IRON]
IRONMECH_4_SAW_ELECTRIC_MAGNIFICENT_DESCRIPTION,"Больше обороты, плюс немного гениальности превратили простую электрическую пилу в произведение уничтожающее противников электричеством./n{{damage}} урона электричеством. {{electro_effect_chance}}% шанс дополнительного урона./nШанс крита {{critical_chance}}%",Superfast and dangerous electric thing. Don't use in bathroom! /n{{damage}} electric DMG. {{electro_effect_chance}}% chance of additional DMG./nCrit {{critical_chance}}%
